"effect","component","group","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"fixed","cond",NA,"(Intercept)",1.32788851103728,0.230306468969799,5.76574560400827,8.12976129601201e-09,0.876496126449886,1.77928089562468
"fixed","cond",NA,"GearCentipede Net",0.347893195250748,0.114360269265501,3.04208093846887,0.002349487097042,0.123751186228063,0.572035204273434
"fixed","cond",NA,"GearSeine",0.0518283980437453,0.12281000410715,0.422020978018418,0.673009705440764,-0.188874786947485,0.292531583034975
"fixed","cond",NA,"logEffort",-0.113924501263899,0.0801697494129895,-1.42104100484367,0.155304839068672,-0.27105432276296,0.043205320235161
"fixed","cond",NA,"Occlusion",-0.0903200389051992,0.109276371441147,-0.826528532326337,0.408504339559216,-0.304497791291069,0.123857713480671
"fixed","cond",NA,"SecchiDepth",-0.191424025927381,0.142281593888418,-1.3453885404004,0.178499794011883,-0.470290825611635,0.0874427737568719
"fixed","cond",NA,"DaylightPercent",-0.166590661543856,0.0887213474210302,-1.87768407927005,0.0604243959483673,-0.34048130714894,0.00729998406122911
"fixed","cond",NA,"SteepnessMedium",-0.0786716408758834,0.186757009501278,-0.421251341976244,0.673571557082268,-0.444708653358792,0.287365371607025
"fixed","cond",NA,"SteepnessHigh",-0.219721976842294,0.192018518338677,-1.14427493110198,0.25250963637711,-0.596071357150844,0.156627403466256
"fixed","cond",NA,"MudDominantTrue",-0.168316339908316,0.201180691391939,-0.836642615868153,0.402793483634391,-0.562623249421384,0.225990569604752
"fixed","cond",NA,"SeasonRainy",-0.236343864831401,0.113587174969216,-2.08072667442829,0.0374589310793895,-0.458970636876713,-0.0137170927860885
"fixed","cond",NA,"Temperature",0.0651868505902253,0.0714839617246605,0.911908755719357,0.36181675201481,-0.074919139862349,0.2052928410428
"fixed","cond",NA,"GearCentipede Net:logEffort",0.301528700801261,0.132392896284252,2.27752930303655,0.0227546368185877,0.0420433922751818,0.561014009327341
"fixed","cond",NA,"GearSeine:logEffort",0.316661556555583,0.129424713460995,2.44668539792454,0.0144176625134959,0.062993779462617,0.570329333648549
"fixed","cond",NA,"GearCentipede Net:Occlusion",0.0432941132024395,0.122206599158809,0.354269847131401,0.723136662775203,-0.196226419821948,0.282814646226827
"fixed","cond",NA,"GearSeine:Occlusion",-0.0558010140575198,0.1247287437467,-0.447378947156245,0.654601473844543,-0.300264859637977,0.188662831522938
"fixed","cond",NA,"GearCentipede Net:SecchiDepth",0.193115924691513,0.170216346005125,1.13453219519645,0.25657137680686,-0.140501983058539,0.526733832441565
"fixed","cond",NA,"GearSeine:SecchiDepth",-0.0554312765875017,0.190690692931008,-0.290686848610681,0.771290830769313,-0.429178166919263,0.31831561374426
"fixed","cond",NA,"GearCentipede Net:DaylightPercent",0.111172597624006,0.11472323560697,0.969050402351545,0.332520042103623,-0.113680812355559,0.336026007603571
"fixed","cond",NA,"GearSeine:DaylightPercent",0.0346530782761312,0.121456739314851,0.285312107599895,0.775405037673417,-0.203397756460648,0.27270391301291
"ran_pars","cond","Site","sd__(Intercept)",1.032159408396e-05,NA,NA,NA,0.518210278412569,0.563445877486959
